|CD_CLIENTE|CD_DICTAMEN|CD_TIPOLOGIA|SEG_MOD|DES_RIE_TIP|DES_COT_BMV|DES_ID_SEC|DES_ID_SEG|DES_ID_EDO|DES_ID_BAN|DES_ID_RB|DES_EDA|DES_ANT_CTE|DES_ANT_CTA|DES_MON_DEC|EFE_NU_MES_MON0|EFE_NU_MES_MON1|EFE_NU_MES_MOND|   EFE_SD_MON0|    EFE_SD_MON1|   EFE_SD_MOND|EFE_NU_MES_MOV0|EFE_NU_MES_MOV1|   EFE_SD_MOV0|    EFE_SD_MOV1|OPI_NU_MES_MON0|OPI_NU_MES_MON1|OPI_NU_MES_MOND|   OPI_SD_MON0|  OPI_SD_MON1|  OPI_SD_MOND|OPI_NU_MES_MOV0|OPI_NU_MES_MOV1|  OPI_SD_MOV0|  OPI_SD_MOV1|OPI_NU_PAI0|OPI_NU_PAI1|OPI_SUM_RIE0|OPI_SUM_RIE1|OPI_NU_PAI_PAR0|OPI_NU_PAI_PAR1|OPI_PON_MON_PAR0|OPI_PON_MON_PAR1|MEC_NU_MES_MON0|MEC_NU_MES_MON1|     MEC_SD_MON0|    MEC_SD_MON1|MEC_SUM_RIE0|MEC_SUM_RIE1|MEC_PON_MON0|MEC_PON_MON1|TER_PON_MON0|TER_PON_MON1|BTS_NU_MES_MON1| BTS_SD_MON1|CHP_NU_MES_MON0|CHP_NU_MES_MON1| CHP_SD_MON0| CHP_SD_MON1|CHC_NU_MES_MON0|CHC_NU_MES_MON1| CHC_SD_MON0| CHC_SD_MON1|SPE_NU_MES_MON0|SPE_NU_MES_MON1| SPE_SD_MON0| SPE_SD_MON1|SPE_PON_MON0|SPE_PON_MON1|SPI_NU_MES_MON0|SPI_NU_MES_MON1| SPI_SD_MON0| SPI_SD_MON1|DES_ID_PAI_NAC|DES_ID_OCU|DES_ID_SOC|DES_GPO|DES_ACT_VUL|DES_RSK_SEG|DES_RSK_GES|DES_RSK_ALT|DES_RSK_NAC|DES_DIS_ALT_GES|DES_RSK_SEC|DES_RSK_ACT|DES_RSK_OCU|DES_RSK_SOC|DES_NU_INT|DES_NU_CAP|DES_NU_EMP|DES_NU_PRO|DES_NU_SEG|EFE_NU_MOV|EFE_NU_MES|EFE_AVG_MON|EFE_AVG_MON0|EFE_AVG_MON1|EFE_AVG_MONV|EFE_AVG_MONC|EFE_AVG_MONM|EFE_AVG_MONR|EFE_MAX_OFI|EFE_MAX_DIS|EFE_MON_USD_FN|EFE_MON_MXP_FN|EFE_MON_USD_AR|EFE_MON_MXP_AR|OPI_NU_MOV0|OPI_NU_MOV1|OPI_NU_MES0|OPI_NU_MES1|OPI_AVG_MON0|OPI_AVG_MON1|OPI_NU_CTA0|OPI_NU_CTA1|OPI_MAX_PAI0|OPI_MAX_PAI1|OPI_NU_PAI00|OPI_NU_PAI11|TER_NU_MES0|TER_NU_MES1| TER_AVG_MON0| TER_AVG_MON1|TER_NU_MOV_LI0|TER_NU_MOV_LI1|TER_SUM_MON_LI0|TER_SUM_MON_LI1|TER_NU_CTE_LI0|TER_NU_CTE_LI1|BTS_NU_MES1|BTS_AVG_MON1|CHP_NU_MES0|CHP_NU_MES1|CHP_AVG_MON_EFE|CHP_AVG_MON0|CHP_NU_MOV_LI0|CHP_SUM_MON_LI0|CHP_NU_CTE_LI0|CHC_NU_MES0|CHC_NU_MES1|CHC_AVG_MON0|CHC_AVG_MON1|CHC_AVG_MON_OTR|CHC_SUM_MON_LI0|CHC_SUM_MON_LI1|CHC_NU_CTE_LI0|CHC_NU_CTE_LI1|SPE_NU_MES0|SPE_NU_MES1| SPE_AVG_MON0| SPE_AVG_MON1|SPE_NU_CTA0|SPE_NU_CTA1|SPE_SUM_MON_LI0|SPE_SUM_MON_LI1|SPE_NU_CTE_LI0|SPE_NU_CTE_LI1|SPI_NU_MES0|SPI_NU_MES1|SPI_AVG_MON0| SPI_AVG_MON1|SPI_NU_CTA0|SPI_NU_CTA1|CCC_NU_CTE_LI|
|       682|          0|          MP|      4|     0.8549|          0|        01|        09|        24|        01|       35| 41.671|      4.515|       4.15|     300000|              3|              0|    1.171990172|   1.171990172|              0|   1.171990172|              3|              0|       5.15491|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              5|              5|    0.2995730253|    2.835061566|     14.9117|    19.27912|     11.6518|     9.04812|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              0|0.2995730253|           0|           0|     6.32145|              0|              0|           0|           0|           165|       007|        00|      0|          1|         10|          1|          1|          1|              0|         10|    2.71009|    8.06139|          0|         0|         1|         0|         2|         0|         9|         6|  179333.33|           0|           0|           0|           0|       72400|      238000|          1|   54.28306|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          1|          1|       100000|       317760|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          2|            0|     153896.7|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       683|          0|          R7|      3|     0.5519|          0|        01|        08|        16|        01|       35| 45.351|      4.507|          3|     350000|              2|              0|   1.6797364018|  1.6797364018|              0|  1.6797364018|              1|              0|      14.12826|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              4|              4|    1.4088378766|   1.4652806891|    22.60128|    19.87068|    12.63085|    10.56486|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|     4.12829|              0|              0|           0|           0|           165|       126|        00|      0|          1|    6.04394|    1.18252|    1.18252|          1|              0|         10|         10|      1.722|          0|         0|         1|         0|         5|         0|         8|         5|  138235.36|       28700|           0|           0|           0|   143975.36|           0|    1.81362|   42.42779|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          3|            0|    216369.67|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          1|            0|       150000|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       684|          0|          DS|      3|      0.457|          0|        02|        01|        02|        01|       35| 46.699|      4.504|       1.12|     302000|              0|              3|              0|             0|   9.6736842105|          4.84|              0|              1|             0|        9.44232|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             22|             22|   58.6306322834|  57.6544746627|    52.98677|    66.09217|    12.33397|    12.28653|     0.37528|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              2|              1|3.6574206511|0.8250088705|3.2017179546|3.4197649816|              0|              0|           0|           0|           165|       043|        00|      0|          1|    7.58566|          1|          1|          1|              0|     7.6294|    7.54114|    6.58646|          0|         0|         3|         0|         8|         0|        17|         6|      26000|       26680|           0|           0|           0|       30900|           0|    3.75105|          0|             0|         42000|             0|         22000|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          6|     152898.8|        83550|             1|             0|       84049.59|              0|             1|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          2|          6|    493167.86|    464946.88|          5|          7|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            4|
|       685|          0|          M2|      3|     0.5005|          0|        02|        01|        14|        01|       35| 35.636|       5.17|       2.43|   14500000|              0|              1|              0|             0|   0.2727272727|  0.2727272727|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             14|             14|    9.5737220573|  44.9491957614|     41.1571|    47.14171|    15.52722|    16.11246|     2.66349|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              3|1.9776104915|2.3081396881|4.0325898322|3.2431295242|              0|              0|           0|           0|           165|       189|        00|      0|          1|    7.58566|          0|          1|          1|              0|     7.6294|    2.30104|         10|          0|         0|         2|         1|         7|         0|         2|         2|          0|        2750|           0|           0|           0|        2750|           0|    1.18252|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          4|    100708.07|   5850729.09|             1|             0|       349077.3|              0|             1|             0|          0|           0|          0|          1|              0|       10000|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          7|          4|   4879588.53|   5164867.51|         11|          4|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            9|
|       686|          0|          MP|      4|     0.8549|          0|        01|        09|        14|        01|       35| 37.458|      5.249|       2.37|     350000|              1|              1|              1|             1|   0.8425952769|  0.8408786267|              0|              2|             0|  12.2272054545|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              7|              7|   21.7129957301|   7.4659442144|    30.35587|     27.5358|     7.40543|     7.24226|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              3|              0|1.7021932371|           0|           0|3.2447546573|              0|              0|           0|           0|           165|       066|        00|      0|          1|         10|          1|          1|          1|              0|         10|    8.74321|    8.30157|          0|         0|         2|         0|         4|         0|        46|         2|      11350|    526032.5|           0|           0|           0|    531707.5|           0|     4.6068|11359.18482|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          3|          3|      2415.33|      2254.67|             0|             0|              0|              0|             0|             0|          0|           0|          0|          1|              0|     6200.16|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          5|            0|      3189.99|          0|          3|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       687|          0|          M2|      3|     0.5005|          0|        01|        08|        14|        01|       34| 26.786|      4.825|       2.76|     600000|              0|              4|              0|             0|         18.034|  2.1821507692|              0|              4|             0|        36.8778|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          1|          0|2.1743888483|           0|              0|              0|               0|               0|             25|             25|  143.0243133534| 113.1482811469|     36.5218|    71.28516|    12.69682|    13.99325|     4.15097|     3.51338|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              4| 4.701354686|1.6406824824|4.2524312565|5.1840510284|              0|              0|           0|           0|           165|       009|        00|      0|          1|    6.04394|    1.76608|    1.76608|          1|              0|         10|          1|    4.98738|          0|         1|         3|         0|         9|         0|        25|         9|   24999.99|    17024.29|           0|           0|           0|    24352.22|           0|    4.92271| 1414.14041|             0|             0|             0|             0|          2|          0|          1|          0|      3066.8|           0|          1|          0|          11|           0|           1|           0|          7|          7|    489644.39|     56375.43|             2|             4|     3158115.23|         360000|             1|             1|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          7|          7|    141061.01|    610512.71|         13|          8|              0|       92127.45|             0|             2|          0|          0|           0|            0|          0|          0|           42|
|       688|          0|          MP|      4|     0.8549|          0|        02|        01|        16|        01|       35| 33.595|      5.225|       3.96|     500000|              0|              5|              0|             0|  14.3753179463| 14.3753179463|              0|              4|             0|        42.2468|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             10|             10|   13.8675641326|   6.6014210771|     43.2297|    46.25494|    12.33183|    14.59077|           0|     0.02987|              0|           0|              3|              3|1.4422479075|2.0777446659|              0|              0|           0|           0|              1|              0|1.0972909991|           0|    3.632445|3.3364926844|              0|              0|           0|           0|           165|       044|        00|      0|          1|    7.58566|          0|    3.47655|          1|              0|     7.6294|    3.69822|    7.02334|          0|         0|         2|         0|         5|         0|        50|        11|          0|   230998.18|           0|           0|           0|   171907.27|      325000|    6.47253|          0|             0|      132912.5|             0|         71950|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          6|            0|    109838.33|             0|             1|              0|           7345|             0|             1|          0|           0|          6|          6|              0|       79864|             7|        1435989|             3|          0|          0|           0|           0|              0|              0|              0|             0|             0|          1|          3|        70000|     80103.33|          2|          3|              0|         218310|             0|             2|          0|          0|           0|            0|          0|          0|           14|
|       689|          1|          PS|      1|     0.0423|          0|        19|        04|        01|        04|       34|  5.444|      5.216|       1.08|   20150000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             10|             10| 5349.5131411954|  13.5459598977|     9.64462|    24.58089|    20.42664|    22.27499|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              2|              2|1.9512260787|2.1996897339|     1.73107|     1.73107|              2|              2|0.6235700455|0.7733409489|           000|       000|        13|      0|          1|     8.8331|    5.38623|    5.38623|          0|              0|          1|          1|          0|    6.83871|         0|         3|        10|         5|         0|         0|         0|          0|           0|           0|           0|           0|           0|           0|          0|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          6| 4795506911.8|6057655943.28|          1|          1|              0| 36345935659.69|             0|             1|          3|          3| 34731506.39|34731966.8033|          1|          1|            0|
|       690|          0|          MP|      4|     0.8549|          0|        01|        09|        08|        01|       35|  32.06|      4.553|       1.64|     302000|              0|              5|              0|             0|  13.3523809524| 19.1626455026|              0|              2|             0|        7.32716|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             16|             16|    5.3440717529|  24.1698516526|    34.51443|    47.65031|     9.24094|     7.93504|           0|           0|              1|1.3361064019|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       043|        00|      0|          1|         10|    3.57947|    2.55578|          1|      133.32729|         10|    5.71988|    6.58646|          0|         0|         2|         0|         8|         0|        23|        10|     521814|       39266|           0|           0|           0|     91447.4|           0|    2.55578|  795.64244|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          3|         8250|     19373.33|             0|             0|              0|              0|             0|             0|          3|     7628.93|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       691|          0|          SW|      3|     0.4329|          0|        01|        09|        06|        01|       35| 15.614|      4.964|       4.96|     300000|              0|              0|              0|             0|              0|             0|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             12|             12|   63.7023617441|  68.6868968127|    47.10887|     38.0564|     9.53486|    10.07959|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              0|4.3821275487|           0|           0|2.5581990847|              0|              0|           0|           0|           165|       070|        00|      0|          1|         10|          1|          1|          1|              0|         10|    8.74321|    5.96154|          0|         0|         1|         0|         2|         0|         0|         0|          0|           0|           0|           0|           0|           0|           0|          0|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          3|          6|       753.97|      1691.17|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          6|            0|     18722.89|          0|          8|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       692|          0|          R8|      3|     0.6289|          0|        01|        08|        03|        01|       35| 51.493|      8.447|       2.58|     300000|              4|              4|   5.1666666667|  5.1666666667|           1.09|  8.0695652174|              2|              4|      14.21132|       14.21132|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              6|              6|   16.5484678168|   4.0163242122|    33.24574|    17.13172|     9.57497|     8.67927|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       044|        00|      0|          1|    6.04394|          1|          1|          1|              0|         10|    6.30126|    7.02334|          0|         0|         4|         0|         5|         0|        21|         9|      66000|    34681.25|           0|           0|           0|    74827.78|           0|    1.99617|  103.30777|             0|      74827.78|             0|      83931.25|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          6|            0|        10127|             0|             0|              0|              0|             0|             0|          1|       11408|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       693|          0|          MP|      4|     0.8549|          0|        01|        09|        14|        01|       35| 85.156|      4.874|       2.85|     400000|              1|              1|              1|             1|              1|  0.9868490123|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              2|              2|    0.7476018464|   0.2888508663|    13.65196|    12.82218|     9.78914|    11.36631|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              0|0.6346209306|           0|           0|      3.2567|              0|              0|           0|           0|           165|       066|        00|      0|          1|         10|          1|          1|          1|              0|         10|    8.74321|    8.30157|          0|         0|         2|         0|         5|         0|         2|         2|  755399.16|        5000|           0|           0|           0|        5000|   755399.16|          1|    7.68832|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          0|     18235.08|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          6|            0|     21602.77|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       694|          0|          M2|      3|     0.5005|          0|        01|        16|        30|        01|       35| 20.186|      5.208|       2.11|     302000|              2|              0|   0.2448979592|  0.2448979592|              0|  0.2857142857|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             10|             10|    8.4575993289|   4.3441660733|    20.30057|    31.78723|     5.86865|     8.41338|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       070|        00|      0|          1|    3.21411|          1|    1.06216|          1|       15.17024|         10|    8.74321|    5.96154|          0|         0|         2|         0|         4|         0|         6|         5|      10225|        6375|           0|           0|           0|       10730|           0|     4.0013|  696.34925|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          6|          6|       6352.5|      9637.65|             0|             0|              0|              0|             0|             0|          0|           0|          0|          5|              0|       11136|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       695|          0|          MD|      2|     0.4037|          0|        01|        09|        08|        01|       35| 46.178|      4.545|       0.37|     360000|              1|              1|              1|             1|              1|  0.9872611465|              0|              0|             0|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              0|              0|             0.5|              0|     33.2141|     17.6511|    10.76917|    10.21812|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|     4.54257|              0|              0|           0|           0|           165|       044|        00|      0|          1|         10|          1|          1|          1|              0|         10|    6.60008|    7.02334|          0|         0|         2|         0|         2|         0|         2|         2|     390000|        2500|           0|           0|           0|        2500|      390000|    3.39683|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          1|            0|    403240.79|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       696|          1|          M2|      3|     0.5005|          0|        20|        04|        01|        01|       34|  5.225|      5.208|       5.21|     600000|              0|              6|              0|             0|   2.9901926695|  2.9901926695|              0|            126|             0| 623.6780181011|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             10|             10|    3.7087287399|   6.1936442785|     48.8853|    28.85014|    16.10016|    16.44497|     4.67782|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              1|              2|1.0990312164|1.0169721545|4.0887212674|3.4640120667|              0|              0|           0|           0|           000|       000|        60|      0|          1|     8.8331|          0|    5.17834|          0|              0|     8.8699|    7.36014|          0|    3.94122|         0|         1|        25|         2|         0|     36252|        12|          0| 15065994.89|           0|           0|           0| 15065994.89|           0|    5.93174|          0|             0|     1395968.8|             0|     394498.99|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          1|   1121230.68|    275699.91|            12|             0|     5606153.38|              0|             1|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          6|          3|  11103952.67|   6193333.33|          2|          2|              0|       18580000|             0|             1|          0|          0|           0|            0|          0|          0|           15|
|       697|          0|          MP|      4|     0.8549|          0|        01|        09|        03|        01|       35| 26.951|      5.205|       2.08|     300000|              2|              0|   7.0444444444|  7.0444444444|              0|  7.0444444444|              1|              0|      21.31698|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              5|              5|               0|  13.1906471626|    13.11195|    14.30419|    10.68506|       8.953|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|           0|              0|              0|           0|           0|           165|       007|        00|      0|          1|         10|          1|          1|          1|              0|         10|     1.3282|    8.06139|          0|         0|         1|         0|         2|         0|        15|         5|     204800|           0|           0|           0|           0|      124800|      400000|    2.73155|   61.58549|             0|        204800|             0|        164750|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          1|            0|        50000|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          0|            0|            0|          0|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       698|          1|          MP|      4|     0.8549|          0|        01|        09|        24|        01|       34| 24.025|      4.951|       3.02|     300000|              1|              1|              1|             1|   0.8188616205|   0.785097447|              0|              2|             0|   7.1640892593|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              0|              0|               0|              0|           0|           0|           0|           0|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|           0|     4.12829|              0|              0|           0|           0|           165|       057|        00|      0|          1|         10|          1|          1|          1|              0|         10|    5.55015|     7.0084|          0|         0|         1|         0|         8|         0|        58|         2|     395000|     1257050|           0|           0|           0|      984550|      940000|          1|11949.29334|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          1|            0|      2631.27|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       699|          0|          MP|      4|     0.8549|          0|        20|        04|        02|        01|       35|  32.66|      5.195|       4.39|     450000|              6|              0|   6.7966365881|  6.7966365881|              0|  6.7966365881|              4|              0| 13.1143333333|              0|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              7|              7|    2.2635232521|   4.0761223345|     5.87531|    39.90465|    12.65731|    14.99586|           0|           0|              0|           0|              2|              0|1.2495191101|           0|              0|              0|           0|           0|              1|              0|1.3727001573|           0|           0|      3.1366|              0|              0|           0|           0|           000|       000|        19|      0|          1|     8.8331|          0|    2.24965|          0|              0|     8.8699|    9.05266|          0|     7.5682|         0|         1|         5|         4|         0|       125|        12|  507726.77|           0|           0|           0|           0|   287177.27|      882198|     2.9919|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          0|          0|            0|            0|             0|             0|              0|              0|             0|             0|          0|           0|          6|          0|         478280|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          0|          6|            0|    596958.31|          0|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       700|          0|          MP|      4|     0.8549|          0|        01|        07|        19|        01|       35| 52.342|      5.175|       2.99|     500000|              0|              5|              0|             0|   5.7197280237|  5.7197280237|              0|              5|             0|     20.0265375|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|             11|             11|    1.5501740847|  13.1803460759|    22.29304|    41.95304|    12.06405|    12.75946|           0|           0|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              3|           0|1.7601014615|2.9062652203|           0|              0|              0|           0|           0|           165|       162|        00|      0|          1|    7.20468|          1|          1|          1|              0|         10|    4.49168|    7.66703|          0|         0|         2|         0|         5|         0|       106|        11|      14000|   336496.32|           0|           0|           0|   317223.59|      240000|          1|          0|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          5|          1|    203391.83|       360000|             0|             0|              0|              0|             0|             0|          0|           0|          0|          0|              0|           0|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          5|          0|    220718.31|            0|          8|          0|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            0|
|       701|          0|          MP|      4|     0.8549|          0|        01|        07|        21|        01|       35| 23.978|      5.175|       0.62|     600000|              2|              2|   1.0899707439|  1.0899707439|   6.6859903382|  6.8262524432|              2|              2|       15.6959|        15.6959|              0|              0|              0|             0|            0|            0|              0|              0|            0|            0|          0|          0|           0|           0|              0|              0|               0|               0|              9|              9|    7.5600098985|   16.818721053|    41.42762|    32.73971|    12.84577|       9.498|           0|     1.29242|              0|           0|              0|              0|           0|           0|              0|              0|           0|           0|              0|              0|           0|           0|     4.12829|     4.12829|              0|              0|           0|           0|           165|       044|        00|      0|          1|    7.20468|          1|          1|          1|              0|         10|     3.3214|    7.02334|          0|         0|         2|         0|         4|         0|        31|         5|     128821|      256875|           0|           0|           0|      187321|      367500|    3.67879|  239.08926|             0|             0|             0|             0|          0|          0|          0|          0|           0|           0|          0|          0|           0|           0|           0|           0|          2|          3|        45120|      4554.33|             0|             2|              0|           6663|             0|             1|          0|           0|          0|          1|              0|       52500|             0|              0|             0|          0|          0|           0|           0|              0|              0|              0|             0|             0|          1|          1|        65000|        11000|          1|          1|              0|              0|             0|             0|          0|          0|           0|            0|          0|          0|            6|
